time,currency,event,impact
01:01:00,EUR,Italian Bank Holiday,holiday
04:30:00,GBP,Public Sector Net Borrowing,medium
08:58:00,EUR,Belgian NBB Business Climate,low
09:00:00,USD,HPI m/m,low
09:00:00,USD,S&P/CS Composite-20 HPI y/y,low
09:59:00,USD,Richmond Manufacturing Index,low
10:00:00,USD,CB Consumer Confidence,high
10:00:00,USD,New Home Sales,medium
18:45:00,NZD,Visitor Arrivals m/m,low
21:30:00,AUD,CPI q/q,high
21:30:00,AUD,Trimmed Mean CPI q/q,high
23:00:00,NZD,Credit Card Spending y/y,low
