time,currency,event,impact
01:01:00,EUR,German Prelim CPI m/m,medium
02:52:00,CHF,UBS Consumption Indicator,low
04:00:00,CHF,KOF Economic Barometer,medium
04:00:00,EUR,Spanish Flash GDP q/q,medium
04:00:00,EUR,Spanish Flash CPI y/y,low
04:55:00,EUR,German Unemployment Change,medium
05:10:00,EUR,Retail PMI,low
06:12:00,EUR,Italian 10-y Bond Auction,medium
06:34:00,EUR,German 10-y Bond Auction,medium
08:15:00,USD,ADP Non-Farm Employment Change,high
08:30:00,USD,Core CPI m/m,high
08:30:00,USD,CPI m/m,medium
10:30:00,USD,Crude Oil Inventories,medium
14:00:00,USD,FOMC Statement,high
14:00:00,USD,Federal Funds Rate,medium
16:00:00,NZD,Official Cash Rate,high
16:00:00,NZD,RBNZ Rate Statement,high
16:30:00,USD,Federal Budget Balance,medium
17:15:00,USD,Treasury Currency Report,medium
17:45:00,NZD,Building Consents m/m,medium
19:15:00,JPY,Final Manufacturing PMI,low
20:00:00,NZD,Final ANZ Business Confidence,high
20:05:00,GBP,GfK Consumer Confidence,low
20:30:00,AUD,Building Approvals m/m,high
20:30:00,AUD,Import Prices q/q,medium
20:30:00,AUD,Private Sector Credit m/m,medium
21:30:00,JPY,Average Cash Earnings y/y,medium
