time,currency,event,impact
01:00:00,JPY,Economy Watchers Sentiment,low
01:45:00,CHF,Unemployment Rate,low
02:00:00,EUR,German Trade Balance,medium
02:45:00,EUR,French Gov Budget Balance,low
02:45:00,EUR,French Trade Balance,low
03:15:00,CHF,CPI m/m,high
03:15:00,CHF,Retail Sales y/y,medium
06:00:00,EUR,German Factory Orders m/m,medium
07:30:00,USD,NFIB Small Business Index,low
08:13:00,CAD,Housing Starts,low
08:30:00,CAD,Trade Balance,high
10:00:00,USD,IBD/TIPP Economic Optimism,low
12:00:00,CHF,SNB Chairman Jordan Speaks,high
14:00:00,USD,President Obama Speaks,low
19:01:00,GBP,BRC Shop Price Index y/y,low
19:30:00,AUD,Westpac Consumer Sentiment,high
19:50:00,JPY,Monetary Policy Meeting Minutes,medium
