time,currency,event,impact
00:00:00,JPY,BOJ Core CPI y/y,low
02:00:00,GBP,Average Earnings Index 3m/y,low
02:00:00,GBP,Claimant Count Change,low
02:00:00,GBP,Unemployment Rate,low
06:00:00,GBP,CBI Realized Sales,low
06:34:00,GBP,30-y Bond Auction,low
09:00:00,USD,HPI m/m,low
09:00:00,USD,S&P/CS Composite-20 HPI y/y,low
09:59:00,USD,Richmond Manufacturing Index,low
10:00:00,USD,CB Consumer Confidence,medium
18:30:00,AUD,MI Leading Index m/m,low
19:01:00,GBP,BRC Shop Price Index y/y,low
19:30:00,AUD,CPI q/q,high
19:30:00,AUD,Trimmed Mean CPI q/q,high
19:30:00,AUD,NAB Business Confidence,low
