time,currency,event,impact
02:45:00,EUR,French Final CPI m/m,low
04:02:00,CNY,M2 Money Supply y/y,low
04:02:00,CNY,New Loans,low
04:30:00,GBP,Average Earnings Index 3m/y,high
04:30:00,GBP,Claimant Count Change,high
04:30:00,GBP,Unemployment Rate,medium
05:00:00,EUR,Trade Balance,low
05:33:00,EUR,German 10-y Bond Auction,low
08:30:00,CAD,Manufacturing Sales m/m,high
08:30:00,USD,PPI m/m,high
08:30:00,USD,Core PPI m/m,medium
08:30:00,USD,Empire State Manufacturing Index,medium
09:15:00,USD,Capacity Utilization Rate,medium
09:15:00,USD,Industrial Production m/m,medium
10:00:00,EUR,German Buba President Weidmann Speaks,medium
10:12:00,NZD,GDT Price Index,high
10:30:00,USD,Crude Oil Inventories,high
14:00:00,USD,FOMC Economic Projections,high
14:00:00,USD,FOMC Statement,high
14:00:00,USD,Federal Funds Rate,high
14:30:00,USD,FOMC Press Conference,high
16:00:00,USD,TIC Long-Term Purchases,low
18:45:00,NZD,GDP q/q,high
19:55:00,CAD,BOC Gov Poloz Speaks,high
21:00:00,AUD,MI Inflation Expectations,low
21:30:00,AUD,Employment Change,high
21:30:00,AUD,Unemployment Rate,high
21:30:00,AUD,New Motor Vehicle Sales m/m,low
21:30:00,AUD,RBA Bulletin,low
22:45:00,JPY,BOJ Policy Rate,high
22:45:00,JPY,Monetary Policy Statement,high
