time,currency,event,impact
01:00:00,JPY,Economy Watchers Sentiment,low
02:00:00,JPY,Prelim Machine Tool Orders y/y,low
02:45:00,EUR,French Trade Balance,low
05:00:00,GBP,CB Leading Index m/m,low
06:00:00,EUR,German Industrial Production m/m,medium
07:00:00,GBP,Asset Purchase Facility,high
07:00:00,GBP,MPC Rate Statement,high
07:00:00,GBP,Official Bank Rate,high
07:45:00,EUR,Main Refinancing Rate,high
08:15:00,CAD,Housing Starts,high
08:30:00,EUR,ECB Press Conference,high
08:30:00,USD,Unemployment Claims,high
10:00:00,USD,Final Wholesale Inventories m/m,low
10:30:00,USD,Natural Gas Storage,low
13:00:00,USD,30-y Bond Auction,low
13:30:00,USD,FOMC Member Lacker Speaks,low
15:35:00,USD,FOMC Member Tarullo Speaks,low
16:05:00,CAD,Gov Council Member Jenkins Speaks,medium
19:00:00,USD,Fed Chairman Bernanke Speaks,high
19:50:00,JPY,Core Machinery Orders m/m,medium
